INFO 2020-12-03 11:26:28,193 basehttp 124 "GET / HTTP/1.1" 200 16348
WARNING 2020-12-03 11:26:28,304 base 93 Not Found: /favicon.ico
WARNING 2020-12-03 11:26:28,304 basehttp 124 "GET /favicon.ico HTTP/1.1" 404 1973
INFO 2020-12-03 11:27:45,822 basehttp 124 "GET / HTTP/1.1" 200 16348
INFO 2020-12-03 11:29:12,290 basehttp 124 "GET / HTTP/1.1" 200 16348
INFO 2020-12-03 11:29:27,413 basehttp 124 "GET / HTTP/1.1" 200 16348
ERROR 2020-12-03 15:14:11,857 exception 74 Invalid HTTP_HOST header: '127.0.0.1:8000'. You may need to add '127.0.0.1' to ALLOWED_HOSTS.
WARNING 2020-12-03 15:14:11,952 basehttp 124 "GET / HTTP/1.1" 400 67409
WARNING 2020-12-03 15:14:41,899 base 93 Not Found: /
WARNING 2020-12-03 15:14:41,900 basehttp 124 "GET / HTTP/1.1" 404 2055
WARNING 2020-12-03 15:14:42,000 base 93 Not Found: /favicon.ico
WARNING 2020-12-03 15:14:42,000 basehttp 124 "GET /favicon.ico HTTP/1.1" 404 2106
INFO 2020-12-03 15:14:46,364 basehttp 124 "GET /admin HTTP/1.1" 301 0
INFO 2020-12-03 15:14:46,396 basehttp 124 "GET /admin/ HTTP/1.1" 302 0
INFO 2020-12-03 15:14:46,493 basehttp 124 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 1855
INFO 2020-12-03 15:14:46,530 basehttp 124 "GET /static/admin/css/base.css HTTP/1.1" 200 16106
INFO 2020-12-03 15:14:46,536 basehttp 124 "GET /static/admin/css/login.css HTTP/1.1" 200 1203
INFO 2020-12-03 15:14:46,539 basehttp 124 "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
INFO 2020-12-03 15:14:46,545 basehttp 124 "GET /static/admin/css/responsive.css HTTP/1.1" 200 17894
INFO 2020-12-03 15:14:46,612 basehttp 124 "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 81348
INFO 2020-12-03 15:14:46,618 basehttp 124 "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 80304
INFO 2020-12-03 15:55:20,998 basehttp 124 "GET /admin/ HTTP/1.1" 200 4163
INFO 2020-12-03 15:55:21,038 basehttp 124 "GET /static/xadmin/vendor/bootstrap/css/bootstrap.css HTTP/1.1" 200 126432
INFO 2020-12-03 15:55:21,040 basehttp 124 "GET /static/xadmin/css/xadmin.main.css HTTP/1.1" 200 8376
INFO 2020-12-03 15:55:21,041 basehttp 124 "GET /static/xadmin/css/xadmin.plugins.css HTTP/1.1" 200 175
INFO 2020-12-03 15:55:21,041 basehttp 124 "GET /static/xadmin/vendor/font-awesome/css/font-awesome.css HTTP/1.1" 200 21658
